ImagenesCaras/s1/5.pgm, 1, 
ImagenesCaras/s2/5.pgm, 2, 
ImagenesCaras/s3/5.pgm, 5, 
ImagenesCaras/s4/5.pgm, 4, 
ImagenesCaras/s5/5.pgm, 5, 
ImagenesCaras/s6/5.pgm, 6, 
ImagenesCaras/s7/5.pgm, 7, 
ImagenesCaras/s8/5.pgm, 8, 
ImagenesCaras/s9/5.pgm, 9, 
ImagenesCaras/s10/5.pgm, 10, 
ImagenesCaras/s11/5.pgm, 19, 
ImagenesCaras/s12/5.pgm, 12, 
ImagenesCaras/s13/5.pgm, 13, 
ImagenesCaras/s14/5.pgm, 14, 
ImagenesCaras/s15/5.pgm, 15, 
ImagenesCaras/s16/5.pgm, 16, 
ImagenesCaras/s17/5.pgm, 3, 
ImagenesCaras/s18/5.pgm, 18, 
ImagenesCaras/s19/5.pgm, 19, 
ImagenesCaras/s20/5.pgm, 20, 
ImagenesCaras/s21/5.pgm, 21, 
ImagenesCaras/s22/5.pgm, 22, 
ImagenesCaras/s23/5.pgm, 23, 
ImagenesCaras/s24/5.pgm, 24, 
ImagenesCaras/s25/5.pgm, 5, 
ImagenesCaras/s26/5.pgm, 26, 
ImagenesCaras/s27/5.pgm, 27, 
ImagenesCaras/s28/5.pgm, 28, 
ImagenesCaras/s29/5.pgm, 29, 
ImagenesCaras/s30/5.pgm, 30, 
ImagenesCaras/s31/5.pgm, 31, 
ImagenesCaras/s32/5.pgm, 32, 
ImagenesCaras/s33/5.pgm, 33, 
ImagenesCaras/s34/5.pgm, 34, 
ImagenesCaras/s35/5.pgm, 35, 
ImagenesCaras/s36/5.pgm, 7, 
ImagenesCaras/s37/5.pgm, 37, 
ImagenesCaras/s38/5.pgm, 38, 
ImagenesCaras/s39/5.pgm, 39, 
ImagenesCaras/s40/5.pgm, 18, 
ImagenesCaras/s41/5.pgm, 41, 
ImagenesCaras/s1/6.pgm, 1, 
ImagenesCaras/s2/6.pgm, 2, 
ImagenesCaras/s3/6.pgm, 3, 
ImagenesCaras/s4/6.pgm, 4, 
ImagenesCaras/s5/6.pgm, 5, 
ImagenesCaras/s6/6.pgm, 6, 
ImagenesCaras/s7/6.pgm, 7, 
ImagenesCaras/s8/6.pgm, 8, 
ImagenesCaras/s9/6.pgm, 9, 
ImagenesCaras/s10/6.pgm, 10, 
ImagenesCaras/s11/6.pgm, 11, 
ImagenesCaras/s12/6.pgm, 12, 
ImagenesCaras/s13/6.pgm, 18, 
ImagenesCaras/s14/6.pgm, 14, 
ImagenesCaras/s15/6.pgm, 15, 
ImagenesCaras/s16/6.pgm, 15, 
ImagenesCaras/s17/6.pgm, 17, 
ImagenesCaras/s18/6.pgm, 18, 
ImagenesCaras/s19/6.pgm, 19, 
ImagenesCaras/s20/6.pgm, 20, 
ImagenesCaras/s21/6.pgm, 21, 
ImagenesCaras/s22/6.pgm, 22, 
ImagenesCaras/s23/6.pgm, 23, 
ImagenesCaras/s24/6.pgm, 24, 
ImagenesCaras/s25/6.pgm, 25, 
ImagenesCaras/s26/6.pgm, 26, 
ImagenesCaras/s27/6.pgm, 27, 
ImagenesCaras/s28/6.pgm, 37, 
ImagenesCaras/s29/6.pgm, 29, 
ImagenesCaras/s30/6.pgm, 30, 
ImagenesCaras/s31/6.pgm, 31, 
ImagenesCaras/s32/6.pgm, 32, 
ImagenesCaras/s33/6.pgm, 21, 
ImagenesCaras/s34/6.pgm, 34, 
ImagenesCaras/s35/6.pgm, 35, 
ImagenesCaras/s36/6.pgm, 24, 
ImagenesCaras/s37/6.pgm, 37, 
ImagenesCaras/s38/6.pgm, 38, 
ImagenesCaras/s39/6.pgm, 39, 
ImagenesCaras/s40/6.pgm, 5, 
ImagenesCaras/s41/6.pgm, 41, 
